ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Faye and Yolanda had a lot of fun at the library. Faye gave a raspberry to",Yolanda,"Then, Sabrina and Heriberto had a lot of fun at the library. Cecelia gave a raspberry to",Edith,Faye,Sabrina
"Then, Geneva and Rosemarie were working at the river. Geneva decided to give a peach to",Rosemarie,"Then, Carson and Phoebe were working at the river. Asa decided to give a peach to",Jasmin,Geneva,Carson
"Then, Yolanda and Bernadette went to the market. Bernadette gave a orange to",Yolanda,"Then, Rogelio and Annamarie went to the market. Tristen gave a orange to",Coby,Bernadette,Annamarie
Friends Jody and Rosa found a honeydew at the park. Jody gave it to,Rosa,Friends Kiana and Alisa found a honeydew at the park. Rodrigo gave it to,Zachary,Jody,Kiana
"Afterwards, Violet and Alicia went to the cafe. Violet gave a plum to",Alicia,"Afterwards, Joyce and Amina went to the cafe. Taylor gave a plum to",Anton,Violet,Joyce
"Afterwards, Lee and Angie went to the shop. Lee gave a grape to",Angie,"Afterwards, Kim and Jenny went to the shop. Everett gave a grape to",Braiden,Lee,Kim
"After Theresa and Rachel went to the beach, Rachel gave a pineapple to",Theresa,"After Paulina and Houston went to the beach, Andy gave a pineapple to",Spencer,Rachel,Houston
"When Martha and Sheila got a blueberry at the cave, Martha decided to give the blueberry to",Sheila,"When Kaylah and Ronald got a blueberry at the cave, Kathy decided to give the blueberry to",Sam,Martha,Kaylah
"Then, Melanie and Rebecca were working at the shop. Rebecca decided to give a banana to",Melanie,"Then, Willie and Casey were working at the shop. Brook decided to give a banana to",Theodore,Rebecca,Casey
"While Kim and Agnes were commuting to the zoo, Agnes gave a peach to",Kim,"While Terry and Dwayne were commuting to the zoo, Charity gave a peach to",Jamie,Agnes,Dwayne
"When Pauline and Yolanda got a blueberry at the museum, Pauline decided to give the blueberry to",Yolanda,"When Camron and Katelynn got a blueberry at the museum, Fredrick decided to give the blueberry to",Phoebe,Pauline,Camron
"While Martha and Rosemarie were commuting to the park, Martha gave a mango to",Rosemarie,"While Alexa and Spencer were commuting to the park, Mollie gave a mango to",Myles,Martha,Alexa
"Then, Sonia and Sheila were thinking about going to the museum. Sonia wanted to give a blackberry to",Sheila,"Then, Barry and Reagan were thinking about going to the museum. Valerie wanted to give a blackberry to",Stephanie,Sonia,Barry
"After the lunch, Natasha and Sheila went to the zoo. Natasha gave a raspberry to",Sheila,"After the lunch, Weston and Quinn went to the zoo. Clay gave a raspberry to",Mara,Natasha,Weston
Friends Mildred and Suzanne found a watermelon at the shop. Suzanne gave it to,Mildred,Friends Vicente and Alize found a watermelon at the shop. Grayson gave it to,Blanca,Suzanne,Alize
"When Kevin and William got a orange at the lake, Kevin decided to give it to",William,"When Christian and Israel got a orange at the lake, Fred decided to give it to",Derrick,Kevin,Christian
"Then, Yolanda and Kristi had a lot of fun at the store. Kristi gave a pear to",Yolanda,"Then, Gianna and Madyson had a lot of fun at the store. Kori gave a pear to",Edith,Kristi,Madyson
The beach Sheila and Jessica went to had a apple. Jessica gave it to,Sheila,The beach Darius and Marcus went to had a apple. Harley gave it to,Orion,Jessica,Marcus
"When Inez and Chelsea got a mango at the zoo, Inez decided to give it to",Chelsea,"When Reece and Luke got a mango at the zoo, Monica decided to give it to",Kolton,Inez,Reece
"After the lunch, Geneva and Janet went to the museum. Geneva gave a watermelon to",Janet,"After the lunch, Grayson and Skylar went to the museum. Sandy gave a watermelon to",Clayton,Geneva,Grayson
"Then, Carol and Mark were working at the beach. Carol decided to give a pear to",Mark,"Then, Jessie and Elsa were working at the beach. Arnold decided to give a pear to",Sheridan,Carol,Jessie
"Then, Grace and Leona went to the zoo. Grace gave a papaya to",Leona,"Then, Ciera and Simone went to the zoo. Meagan gave a papaya to",Marco,Grace,Ciera
"Afterwards, Janet and Pat went to the desert. Pat gave a mango to",Janet,"Afterwards, Macey and Chance went to the desert. Houston gave a mango to",Billy,Pat,Chance
"After the lunch, Leona and Pat went to the cafe. Pat gave a kiwi to",Leona,"After the lunch, Mariam and Andre went to the cafe. Christian gave a kiwi to",Alisa,Pat,Andre
"While Rachel and Lorraine were working at the market, Rachel gave a cherry to",Lorraine,"While Taylor and Jovani were working at the market, Zander gave a cherry to",Andrew,Rachel,Taylor
"After Wilma and Mona went to the museum, Mona gave a pineapple to",Wilma,"After Eliza and Deon went to the museum, Quinten gave a pineapple to",Tyson,Mona,Deon
"When Yvette and Doris got a honeydew at the store, Yvette decided to give it to",Doris,"When Brice and Talia got a honeydew at the store, Cali decided to give it to",Layne,Yvette,Brice
"Then, Diana and Sophia had a lot of fun at the cafe. Sophia gave a banana to",Diana,"Then, Claire and Alfred had a lot of fun at the cafe. Toby gave a banana to",Roman,Sophia,Alfred
"Then, Jessica and Carmen went to the cafe. Jessica gave a pear to",Carmen,"Then, Todd and Samantha went to the cafe. Mark gave a pear to",Clayton,Jessica,Todd
"Then, Brian and Violet had a lot of fun at the zoo. Violet gave a mango to",Brian,"Then, Allen and Jeffrey had a lot of fun at the zoo. Nicholas gave a mango to",Edgar,Violet,Jeffrey
"Then, Shannon and Rosemarie were working at the theater. Shannon decided to give a apple to",Rosemarie,"Then, Sierra and Kianna were working at the theater. Johan decided to give a apple to",Hallie,Shannon,Sierra
"After Nellie and Marilyn went to the cave, Marilyn gave a honeydew to",Nellie,"After Annalise and Sergio went to the cave, Nadine gave a honeydew to",Shayne,Marilyn,Sergio
"Then, Mildred and Sophia were thinking about going to the bar. Sophia wanted to give a raspberry to",Mildred,"Then, Kamren and Rafael were thinking about going to the bar. Zachary wanted to give a raspberry to",Stephen,Sophia,Rafael
"Then, Mildred and Leigh had a lot of fun at the river. Leigh gave a kiwi to",Mildred,"Then, Stephany and Casey had a lot of fun at the river. Gonzalo gave a kiwi to",Elliot,Leigh,Casey
The shop Anne and Rebecca went to had a blueberry. Rebecca gave it to,Anne,The shop Ryan and Clara went to had a blueberry. Lilly gave it to,Israel,Rebecca,Clara
"Then, Geneva and Jerry were working at the shop. Geneva decided to give a grape to",Jerry,"Then, Kirk and Guy were working at the shop. Ali decided to give a grape to",Lincoln,Geneva,Kirk
The store Fannie and Brandy went to had a cantaloupe. Fannie gave it to,Brandy,The store Hazel and Jamar went to had a cantaloupe. Brendon gave it to,Annabelle,Fannie,Hazel
"After Ella and Faye went to the lake, Faye gave a banana to",Ella,"After Barrett and Alena went to the lake, Maegan gave a banana to",Adrienne,Faye,Alena
The cave Pauline and Loretta went to had a banana. Pauline gave it to,Loretta,The cave Claire and Michele went to had a banana. Kevon gave it to,Eric,Pauline,Claire
"After Irma and David went to the beach, Irma gave a peach to",David,"After Alexis and Elizabeth went to the beach, Devin gave a peach to",Jenna,Irma,Alexis
Friends Susan and Jody found a mango at the cave. Jody gave it to,Susan,Friends Marco and Jenna found a mango at the cave. Camron gave it to,Mikel,Jody,Jenna
Friends Carol and Yolanda found a honeydew at the museum. Carol gave it to,Yolanda,Friends Macy and Lillie found a honeydew at the museum. Nayeli gave it to,Cesar,Carol,Macy
"When Charlene and Jessica got a papaya at the forest, Jessica decided to give it to",Charlene,"When Terrell and Leon got a papaya at the forest, Edith decided to give it to",Julius,Jessica,Leon
"When Agnes and Virginia got a grape at the shop, Agnes decided to give the grape to",Virginia,"When Brent and Billy got a grape at the shop, Nickolas decided to give the grape to",Shayna,Agnes,Brent
"Then, Megan and Carmen had a lot of fun at the library. Megan gave a pineapple to",Carmen,"Then, Travis and Annamarie had a lot of fun at the library. Jason gave a pineapple to",Frances,Megan,Travis
"Then, Jerry and Stacey were working at the park. Stacey decided to give a blackberry to",Jerry,"Then, Jonathan and Jonathon were working at the park. Ross decided to give a blackberry to",Kenneth,Stacey,Jonathon
"Then, Martha and Alyssa were working at the cave. Martha decided to give a kiwi to",Alyssa,"Then, Fidel and Zakary were working at the cave. Issac decided to give a kiwi to",Yesenia,Martha,Fidel
Friends Marsha and Kim found a peach at the cave. Marsha gave it to,Kim,Friends Chaz and Howard found a peach at the cave. Jaime gave it to,Mariam,Marsha,Chaz
"After David and Velma went to the river, Velma gave a strawberry to",David,"After Will and Ricky went to the river, Kenzie gave a strawberry to",Jesse,Velma,Ricky
"Then, Rebecca and Jacqueline were working at the lake. Rebecca decided to give a apple to",Jacqueline,"Then, Barry and Nathanial were working at the lake. Dominick decided to give a apple to",Nichole,Rebecca,Barry
"After Richard and Nellie went to the market, Richard gave a blackberry to",Nellie,"After Eric and Kassandra went to the market, Rigoberto gave a blackberry to",Aspen,Richard,Eric
"After the lunch, Yolanda and Sophia went to the school. Sophia gave a raspberry to",Yolanda,"After the lunch, Amani and Nasir went to the school. Madisyn gave a raspberry to",Jovani,Sophia,Nasir
"Then, Kristina and Anita were working at the store. Kristina decided to give a peach to",Anita,"Then, Addison and Karla were working at the store. Aurora decided to give a peach to",Elizabeth,Kristina,Addison
"While Loretta and Faye were working at the home, Faye gave a plum to",Loretta,"While Bridget and Maia were working at the home, Kavon gave a plum to",Yolanda,Faye,Maia
"While Kristi and Theresa were commuting to the gym, Kristi gave a pineapple to",Theresa,"While Jorge and Duane were commuting to the gym, Isaak gave a pineapple to",Sydney,Kristi,Jorge
"After Kari and Jessie went to the market, Kari gave a raspberry to",Jessie,"After Saul and Kylee went to the market, Lizeth gave a raspberry to",Sandy,Kari,Saul
"Then, Stella and Suzanne had a lot of fun at the market. Suzanne gave a blackberry to",Stella,"Then, Keely and Bret had a lot of fun at the market. Malik gave a blackberry to",Keelyw,Suzanne,Bret
"Afterwards, Susan and Fannie went to the school. Fannie gave a pear to",Susan,"Afterwards, Alan and Natalie went to the school. Jaron gave a pear to",Carmen,Fannie,Natalie
"Then, Alicia and Rebecca had a lot of fun at the cave. Rebecca gave a kiwi to",Alicia,"Then, Lizette and Winston had a lot of fun at the cave. Rafael gave a kiwi to",Marina,Rebecca,Winston
"When Richard and Chelsea got a kiwi at the cafe, Richard decided to give it to",Chelsea,"When Don and Anne got a kiwi at the cafe, Regina decided to give it to",Jeremiah,Richard,Don
"After the lunch, Geneva and Yolanda went to the store. Geneva gave a honeydew to",Yolanda,"After the lunch, Elissa and Kianna went to the store. Carly gave a honeydew to",Jevon,Geneva,Elissa
"Then, Erika and Susan had a lot of fun at the desert. Erika gave a plum to",Susan,"Then, Kody and Kate had a lot of fun at the desert. Ross gave a plum to",Janet,Erika,Kody
The mountain Brian and Suzanne went to had a orange. Suzanne gave it to,Brian,The mountain Virginia and Laisha went to had a orange. Carly gave it to,Gavin,Suzanne,Laisha
"While Pat and Angie were working at the school, Pat gave a cantaloupe to",Angie,"While Rick and Dominick were working at the school, Nasir gave a cantaloupe to",Javier,Pat,Rick
"While Charlene and Yvette were working at the cave, Yvette gave a pear to",Charlene,"While Ivana and Axel were working at the cave, Edgar gave a pear to",Jesse,Yvette,Axel
"When Rosa and Lula got a orange at the theater, Lula decided to give the orange to",Rosa,"When Marissa and Jillian got a orange at the theater, Justice decided to give the orange to",Sheldon,Lula,Jillian
"After the lunch, Teresa and Jacqueline went to the forest. Teresa gave a banana to",Jacqueline,"After the lunch, Megan and Roxanne went to the forest. Nancy gave a banana to",Camille,Teresa,Megan
"Then, Faye and Heidi went to the store. Faye gave a raspberry to",Heidi,"Then, Javier and Freddie went to the store. Winston gave a raspberry to",Dandre,Faye,Javier
"While Lee and Charlene were commuting to the forest, Lee gave a cherry to",Charlene,"While Alex and Brooklynn were commuting to the forest, Reed gave a cherry to",Andre,Lee,Alex
"Afterwards, Yolanda and Sophia went to the cave. Sophia gave a honeydew to",Yolanda,"Afterwards, Alondra and Jordy went to the cave. Brianna gave a honeydew to",Alejandro,Sophia,Jordy
"Then, Sarah and Martha were thinking about going to the desert. Martha wanted to give a apple to",Sarah,"Then, Josh and Bryan were thinking about going to the desert. Clark wanted to give a apple to",Warren,Martha,Bryan
"While Violet and Doris were working at the river, Violet gave a cantaloupe to",Doris,"While Titus and Ava were working at the river, Trever gave a cantaloupe to",Wayne,Violet,Titus
Friends Agnes and Nellie found a coconut at the theater. Agnes gave it to,Nellie,Friends Alissa and Ramiro found a coconut at the theater. Maritza gave it to,Kiana,Agnes,Alissa
"Then, Evelyn and Jackie had a lot of fun at the gym. Jackie gave a pear to",Evelyn,"Then, Alycia and Jaime had a lot of fun at the gym. Ben gave a pear to",Sadie,Jackie,Jaime
"When Lula and Juana got a mango at the river, Lula decided to give the mango to",Juana,"When Jaden and Cade got a mango at the river, Daphne decided to give the mango to",Selina,Lula,Jaden
"Then, Leigh and Ella were thinking about going to the river. Leigh wanted to give a orange to",Ella,"Then, Karley and Ryder were thinking about going to the river. Carmen wanted to give a orange to",Kaylah,Leigh,Karley
"While Mattie and Alice were working at the zoo, Alice gave a orange to",Mattie,"While Felipe and River were working at the zoo, Alec gave a orange to",Annabel,Alice,River
"Then, Sonia and Jacqueline had a lot of fun at the home. Sonia gave a blackberry to",Jacqueline,"Then, Kennedi and Guadalupe had a lot of fun at the home. Kalyn gave a blackberry to",Ellis,Sonia,Kennedi
"While Kevin and Leona were commuting to the forest, Kevin gave a watermelon to",Leona,"While Andy and Mason were commuting to the forest, Melissa gave a watermelon to",Alycia,Kevin,Andy
"Then, Marilyn and Mattie had a lot of fun at the park. Marilyn gave a cherry to",Mattie,"Then, Magdalena and Gideon had a lot of fun at the park. Uriel gave a cherry to",Quinn,Marilyn,Magdalena
"Then, Diana and Lula went to the park. Lula gave a cantaloupe to",Diana,"Then, Milton and Nathen went to the park. Colby gave a cantaloupe to",Ansley,Lula,Nathen
"After Ella and Sonia went to the mountain, Sonia gave a coconut to",Ella,"After Jameson and Benjamin went to the mountain, Xander gave a coconut to",Hayden,Sonia,Benjamin
"Then, Paula and Stacey had a lot of fun at the forest. Stacey gave a banana to",Paula,"Then, Duncan and Herbert had a lot of fun at the forest. Dante gave a banana to",Harley,Stacey,Herbert
"After Harriet and Irma went to the lake, Irma gave a orange to",Harriet,"After Ashley and Milton went to the lake, Devin gave a orange to",Dante,Irma,Milton
"Then, Miriam and Sarah were thinking about going to the theater. Miriam wanted to give a blueberry to",Sarah,"Then, Caden and Donald were thinking about going to the theater. Nelson wanted to give a blueberry to",Dana,Miriam,Caden
"Then, David and Eleanor had a lot of fun at the store. Eleanor gave a blueberry to",David,"Then, Chelsea and Abbey had a lot of fun at the store. Ariel gave a blueberry to",Theodore,Eleanor,Abbey
"Then, Shannon and Ella were thinking about going to the library. Shannon wanted to give a plum to",Ella,"Then, Jamel and Kale were thinking about going to the library. Justin wanted to give a plum to",Kassidy,Shannon,Jamel
"When Yolanda and Richard got a kiwi at the desert, Richard decided to give it to",Yolanda,"When Maximiliano and Brook got a kiwi at the desert, Sincere decided to give it to",Noemi,Richard,Brook
"While Teresa and Mildred were commuting to the river, Teresa gave a watermelon to",Mildred,"While Ginger and Keegan were commuting to the river, Kenzie gave a watermelon to",Bryan,Teresa,Ginger
"Then, Wilma and Teresa were thinking about going to the shop. Teresa wanted to give a coconut to",Wilma,"Then, Theresa and Alexis were thinking about going to the shop. Dominick wanted to give a coconut to",Kelton,Teresa,Alexis
"When Jacqueline and Pauline got a pineapple at the cafe, Pauline decided to give the pineapple to",Jacqueline,"When Rafael and Dayana got a pineapple at the cafe, Jane decided to give the pineapple to",Humberto,Pauline,Dayana
"While Jessie and Jody were commuting to the store, Jody gave a kiwi to",Jessie,"While Trever and Hanna were commuting to the store, Heaven gave a kiwi to",Lexie,Jody,Hanna
"Then, Geneva and Sheila had a lot of fun at the library. Geneva gave a plum to",Sheila,"Then, Kobe and Lara had a lot of fun at the library. Dallas gave a plum to",Quentin,Geneva,Kobe
"After Leigh and Chelsea went to the cave, Leigh gave a papaya to",Chelsea,"After Shawn and Fred went to the cave, Ivan gave a papaya to",Austin,Leigh,Shawn
"Afterwards, Stacey and Kathryn went to the cave. Stacey gave a blueberry to",Kathryn,"Afterwards, Daryl and Sarai went to the cave. Amber gave a blueberry to",Arianna,Stacey,Daryl
"Then, Jacqueline and Ethel went to the gym. Ethel gave a plum to",Jacqueline,"Then, Keshaun and Brandyn went to the gym. Iliana gave a plum to",Kiara,Ethel,Brandyn
"After Evelyn and Bernadette went to the library, Bernadette gave a orange to",Evelyn,"After Donavon and Annamarie went to the library, Dane gave a orange to",Jazmyne,Bernadette,Annamarie
"Then, Miriam and William went to the zoo. Miriam gave a apple to",William,"Then, Kadin and Danny went to the zoo. Chaim gave a apple to",Mattie,Miriam,Kadin
"While Evelyn and Sonia were working at the mountain, Sonia gave a watermelon to",Evelyn,"While Zachery and Conrad were working at the mountain, Terrence gave a watermelon to",Trevor,Sonia,Conrad
"When Deanna and Kristina got a strawberry at the lake, Kristina decided to give the strawberry to",Deanna,"When Alize and Jamar got a strawberry at the lake, Justus decided to give the strawberry to",Clay,Kristina,Jamar
"While Deanna and Pauline were working at the bar, Pauline gave a apple to",Deanna,"While Terence and Francisco were working at the bar, Caitlyn gave a apple to",Lucas,Pauline,Francisco
"After Jerry and Megan went to the library, Megan gave a cantaloupe to",Jerry,"After Adam and Coleman went to the library, Helen gave a cantaloupe to",Benny,Megan,Coleman
"While Inez and Anne were commuting to the school, Inez gave a strawberry to",Anne,"While Aldo and Brook were commuting to the school, Michaela gave a strawberry to",Miriam,Inez,Aldo
The store Agnes and Mattie went to had a plum. Agnes gave it to,Mattie,The store Tomas and Carly went to had a plum. Christy gave it to,Bridgette,Agnes,Tomas
"When Charlene and Marilyn got a orange at the school, Marilyn decided to give the orange to",Charlene,"When Cory and Jordyn got a orange at the school, Audrey decided to give the orange to",Shemar,Marilyn,Jordyn
"Then, Anita and Yvette were working at the desert. Yvette decided to give a kiwi to",Anita,"Then, Chase and Quinton were working at the desert. Roy decided to give a kiwi to",Kayley,Yvette,Quinton
"After Leona and Megan went to the forest, Megan gave a blueberry to",Leona,"After Christa and Derrick went to the forest, Keanu gave a blueberry to",Daryl,Megan,Derrick
"Then, Leona and Faye had a lot of fun at the mountain. Faye gave a grape to",Leona,"Then, Zaire and Estelle had a lot of fun at the mountain. Amya gave a grape to",Ariel,Faye,Estelle
"Then, Angie and Stacey went to the park. Stacey gave a apple to",Angie,"Then, Anika and Kyler went to the park. Jared gave a apple to",Gage,Stacey,Kyler
"Then, Alicia and Ethel went to the lake. Ethel gave a mango to",Alicia,"Then, Jalen and Madilyn went to the lake. Nicole gave a mango to",Amina,Ethel,Madilyn
"While Sophia and Charlene were working at the mountain, Sophia gave a pear to",Charlene,"While Jadyn and Colt were working at the mountain, Alicia gave a pear to",Elvis,Sophia,Jadyn
"While Velma and Alicia were working at the forest, Velma gave a coconut to",Alicia,"While Selena and Giovanni were working at the forest, Harold gave a coconut to",Douglas,Velma,Selena
"After the lunch, Agnes and Yolanda went to the gym. Agnes gave a peach to",Yolanda,"After the lunch, Karen and Abigail went to the gym. Tevin gave a peach to",Esmeralda,Agnes,Karen
"When Anita and Pauline got a papaya at the lake, Pauline decided to give the papaya to",Anita,"When Kristofer and Ashly got a papaya at the lake, Luke decided to give the papaya to",Alex,Pauline,Ashly
The river Mona and Ginger went to had a peach. Mona gave it to,Ginger,The river Allyson and Camila went to had a peach. Vicente gave it to,Juliet,Mona,Allyson
"While Faye and Wilma were working at the market, Faye gave a watermelon to",Wilma,"While Meghan and Keyon were working at the market, Aspen gave a watermelon to",Howard,Faye,Meghan
"After Kristi and Deanna went to the zoo, Kristi gave a blackberry to",Deanna,"After Violet and Corey went to the zoo, Tristin gave a blackberry to",Skyla,Kristi,Violet
"Then, Ella and Eleanor had a lot of fun at the desert. Eleanor gave a orange to",Ella,"Then, Joan and Kira had a lot of fun at the desert. Winston gave a orange to",Gregory,Eleanor,Kira
"After Janet and Geneva went to the school, Geneva gave a banana to",Janet,"After Tiara and Kristine went to the school, Athena gave a banana to",Harley,Geneva,Kristine
"When Susan and Marsha got a cantaloupe at the store, Marsha decided to give the cantaloupe to",Susan,"When Jon and Marley got a cantaloupe at the store, Spencer decided to give the cantaloupe to",Alena,Marsha,Marley
"When Alyssa and Jackie got a peach at the zoo, Jackie decided to give it to",Alyssa,"When Madalyn and Keagan got a peach at the zoo, Maiya decided to give it to",Mckenzie,Jackie,Keagan
"When Brian and Carol got a raspberry at the gym, Carol decided to give the raspberry to",Brian,"When Graham and Abraham got a raspberry at the gym, Princess decided to give the raspberry to",Christopher,Carol,Abraham
"Then, Lorraine and Kristina had a lot of fun at the bar. Kristina gave a plum to",Lorraine,"Then, Delilah and Michaela had a lot of fun at the bar. Eliza gave a plum to",Keon,Kristina,Michaela
The museum Leigh and Sheila went to had a honeydew. Leigh gave it to,Sheila,The museum Alexandro and Nichole went to had a honeydew. Dalton gave it to,Julie,Leigh,Alexandro
"Then, Melissa and Mark had a lot of fun at the shop. Melissa gave a honeydew to",Mark,"Then, Nolan and Robert had a lot of fun at the shop. Chelsea gave a honeydew to",Lucy,Melissa,Nolan
"Then, William and Carol went to the library. Carol gave a apple to",William,"Then, Ruby and Chase went to the library. Gloria gave a apple to",Ricky,Carol,Chase
"Then, Estelle and Jerry were working at the cave. Estelle decided to give a blackberry to",Jerry,"Then, Elmer and Mike were working at the cave. Matthew decided to give a blackberry to",Mauricio,Estelle,Elmer
"When Ethel and Juana got a coconut at the cafe, Ethel decided to give the coconut to",Juana,"When Johnathan and Lexie got a coconut at the cafe, Carlie decided to give the coconut to",Hayley,Ethel,Johnathan
"Afterwards, Sonia and Paula went to the desert. Sonia gave a apple to",Paula,"Afterwards, Lydia and Brooks went to the desert. Harrison gave a apple to",Andy,Sonia,Lydia
Friends Grace and Susan found a strawberry at the desert. Grace gave it to,Susan,Friends Kayla and Roman found a strawberry at the desert. Omar gave it to,Peyton,Grace,Kayla
Friends Stacy and Jackie found a apple at the theater. Jackie gave it to,Stacy,Friends Genesis and Margaret found a apple at the theater. Trace gave it to,Jaime,Jackie,Margaret
"When Wilma and Lee got a grape at the river, Lee decided to give it to",Wilma,"When Maryam and Joy got a grape at the river, Daniela decided to give it to",Alyson,Lee,Joy
"Then, Susan and Lula were working at the cave. Lula decided to give a raspberry to",Susan,"Then, Jay and Dominique were working at the cave. Angelique decided to give a raspberry to",Julie,Lula,Dominique
"After the lunch, Carmen and Agnes went to the forest. Agnes gave a blueberry to",Carmen,"After the lunch, Dulce and Ralph went to the forest. Keon gave a blueberry to",Clint,Agnes,Ralph
"Then, Mildred and Jody were working at the home. Jody decided to give a cherry to",Mildred,"Then, Inez and Jared were working at the home. Allie decided to give a cherry to",Katelynn,Jody,Jared
"Then, Paula and Mona went to the zoo. Mona gave a orange to",Paula,"Then, Silas and Rey went to the zoo. Antoine gave a orange to",Stanley,Mona,Rey
"Then, Stella and Kristina were thinking about going to the cave. Kristina wanted to give a honeydew to",Stella,"Then, Dominique and Malcolm were thinking about going to the cave. Vernon wanted to give a honeydew to",Adrien,Kristina,Malcolm
Friends Robin and Janet found a honeydew at the museum. Robin gave it to,Janet,Friends August and Katy found a honeydew at the museum. Deborah gave it to,Hanna,Robin,August
Friends Alicia and Mona found a kiwi at the museum. Mona gave it to,Alicia,Friends Bernadette and Easton found a kiwi at the museum. Shirley gave it to,Khalid,Mona,Easton
"While Yolanda and Stacey were commuting to the market, Stacey gave a cantaloupe to",Yolanda,"While Octavio and Rosa were commuting to the market, Kasey gave a cantaloupe to",Mallory,Stacey,Rosa
"Afterwards, Amanda and Fannie went to the beach. Fannie gave a peach to",Amanda,"Afterwards, Savannah and Karlie went to the beach. Alison gave a peach to",Sydnie,Fannie,Karlie
"After Marsha and Heidi went to the bar, Marsha gave a kiwi to",Heidi,"After Stephan and Jayde went to the bar, Annette gave a kiwi to",Dillion,Marsha,Stephan
"When Leigh and Anita got a peach at the forest, Leigh decided to give the peach to",Anita,"When Shemar and Fidel got a peach at the forest, Julian decided to give the peach to",Wendy,Leigh,Shemar
"While Brandy and Kari were working at the cafe, Kari gave a papaya to",Brandy,"While Jill and Luz were working at the cafe, Haley gave a papaya to",Javonte,Kari,Luz
"When Robin and Anne got a strawberry at the beach, Robin decided to give it to",Anne,"When Baby and India got a strawberry at the beach, Ariel decided to give it to",Sheridan,Robin,Baby
"Then, Fannie and Susan were working at the lake. Fannie decided to give a pear to",Susan,"Then, Issac and River were working at the lake. Heather decided to give a pear to",Kylee,Fannie,Issac
"Then, Kevin and Ginger were thinking about going to the bar. Kevin wanted to give a blackberry to",Ginger,"Then, Bo and Alonso were thinking about going to the bar. Justice wanted to give a blackberry to",Ruby,Kevin,Bo
"While Shannon and Melanie were commuting to the cafe, Shannon gave a blueberry to",Melanie,"While Judith and Ayden were commuting to the cafe, Connor gave a blueberry to",Stacy,Shannon,Judith
"Then, Melissa and Anita went to the museum. Melissa gave a peach to",Anita,"Then, Macy and Rosa went to the museum. Todd gave a peach to",Ross,Melissa,Macy
"Then, Jackie and Diana were thinking about going to the lake. Jackie wanted to give a apple to",Diana,"Then, Charity and Christy were thinking about going to the lake. Alma wanted to give a apple to",Kyle,Jackie,Charity
The home Virginia and Marilyn went to had a banana. Marilyn gave it to,Virginia,The home John and Elisha went to had a banana. Hannah gave it to,Maria,Marilyn,Elisha
"Then, Virginia and Velma had a lot of fun at the zoo. Velma gave a apple to",Virginia,"Then, Prince and Linda had a lot of fun at the zoo. Tania gave a apple to",Trace,Velma,Linda
The cafe Leona and Inez went to had a apple. Inez gave it to,Leona,The cafe Karley and Serenity went to had a apple. Estevan gave it to,Shannon,Inez,Serenity
"Afterwards, Kristi and Angie went to the mountain. Kristi gave a cantaloupe to",Angie,"Afterwards, Irene and Tracy went to the mountain. Jamie gave a cantaloupe to",Alycia,Kristi,Irene
"Then, Brian and Kevin were thinking about going to the library. Kevin wanted to give a mango to",Brian,"Then, William and Jake were thinking about going to the library. Fred wanted to give a mango to",Stephan,Kevin,Jake
"Then, Ginger and Bernadette were working at the cave. Bernadette decided to give a honeydew to",Ginger,"Then, Joana and Zackery were working at the cave. Deja decided to give a honeydew to",Shyanne,Bernadette,Zackery
"Then, Jessica and Melanie were working at the museum. Jessica decided to give a orange to",Melanie,"Then, Raven and Dale were working at the museum. Ari decided to give a orange to",Oscar,Jessica,Raven
"Then, Deanna and Pauline had a lot of fun at the school. Pauline gave a strawberry to",Deanna,"Then, Bella and Andres had a lot of fun at the school. Tyrese gave a strawberry to",Roderick,Pauline,Andres
"Then, Lee and Chelsea were working at the cave. Lee decided to give a grape to",Chelsea,"Then, Marcus and Don were working at the cave. Kara decided to give a grape to",Hannah,Lee,Marcus
"Then, Eleanor and Chelsea were thinking about going to the forest. Eleanor wanted to give a kiwi to",Chelsea,"Then, Eli and Hunter were thinking about going to the forest. Rose wanted to give a kiwi to",Violet,Eleanor,Eli
"When Marilyn and Loretta got a strawberry at the bar, Marilyn decided to give it to",Loretta,"When Abagail and Latrell got a strawberry at the bar, Trace decided to give it to",Marco,Marilyn,Abagail
"Then, Shannon and Kathryn had a lot of fun at the shop. Shannon gave a coconut to",Kathryn,"Then, Zion and Nasir had a lot of fun at the shop. Nina gave a coconut to",Ronaldo,Shannon,Zion
The mountain Angie and Gwen went to had a cherry. Gwen gave it to,Angie,The mountain Remington and Tamia went to had a cherry. Isabella gave it to,Chandler,Gwen,Tamia
"Then, Rebecca and Dianne were thinking about going to the cafe. Rebecca wanted to give a strawberry to",Dianne,"Then, Tucker and Armani were thinking about going to the cafe. Thomas wanted to give a strawberry to",Ann,Rebecca,Tucker
"Then, Kristi and Kathryn went to the beach. Kristi gave a pear to",Kathryn,"Then, Monique and Braiden went to the beach. Herbert gave a pear to",Devin,Kristi,Monique
"Then, Yolanda and Suzanne went to the cafe. Suzanne gave a pineapple to",Yolanda,"Then, Maximillian and Aric went to the cafe. Kassidy gave a pineapple to",Nadine,Suzanne,Aric
