ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
The cave Richard and Paula went to had a apple. Richard gave it to,Paula,The cave Robin and Helena went to had a apple. Houston gave it to,Darren,Richard,Robin
"Afterwards, Harriet and Kristi went to the home. Kristi gave a cherry to",Harriet,"Afterwards, Katie and Irma went to the home. Tomas gave a cherry to",Jalon,Kristi,Irma
"When Janet and Carol got a blueberry at the school, Carol decided to give it to",Janet,"When Martha and Tyson got a blueberry at the school, Dawson decided to give it to",Destiny,Carol,Tyson
"Then, Agnes and Charlene had a lot of fun at the home. Agnes gave a cherry to",Charlene,"Then, Alena and Harold had a lot of fun at the home. Aimee gave a cherry to",Joyce,Agnes,Alena
"When Megan and Amanda got a apple at the market, Megan decided to give the apple to",Amanda,"When Catherine and Mia got a apple at the market, Porter decided to give the apple to",Clark,Megan,Catherine
"While David and Pauline were working at the mountain, Pauline gave a kiwi to",David,"While Sean and Harvey were working at the mountain, Jessica gave a kiwi to",Susana,Pauline,Harvey
"Then, Melissa and Virginia were working at the park. Melissa decided to give a pear to",Virginia,"Then, Marina and Carter were working at the park. Drew decided to give a pear to",Clayton,Melissa,Marina
The river Anita and Natasha went to had a watermelon. Natasha gave it to,Anita,The river Dana and Shannon went to had a watermelon. Neil gave it to,Gerald,Natasha,Shannon
"Then, Rachel and Loretta went to the park. Rachel gave a blueberry to",Loretta,"Then, Aaron and Kaitlin went to the park. Bella gave a blueberry to",Patricia,Rachel,Aaron
Friends Brandy and Yvette found a apple at the park. Yvette gave it to,Brandy,Friends Greyson and Sonia found a apple at the park. Erica gave it to,Aniyah,Yvette,Sonia
"While Theresa and Fannie were working at the shop, Fannie gave a blueberry to",Theresa,"While Moses and Reed were working at the shop, Howard gave a blueberry to",Jamie,Fannie,Reed
"Then, Mildred and Rebecca had a lot of fun at the home. Rebecca gave a cantaloupe to",Mildred,"Then, Dewayne and Dayana had a lot of fun at the home. Maximillian gave a cantaloupe to",Israel,Rebecca,Dayana
"Then, Carmen and Grace went to the store. Grace gave a cherry to",Carmen,"Then, Katharine and Tucker went to the store. Diane gave a cherry to",Emerson,Grace,Tucker
"Then, Teresa and Dianne were working at the beach. Teresa decided to give a blueberry to",Dianne,"Then, Ashley and Sterling were working at the beach. Peyton decided to give a blueberry to",Tre,Teresa,Ashley
"After Pauline and Theresa went to the museum, Pauline gave a raspberry to",Theresa,"After Katherine and Lilian went to the museum, Terrance gave a raspberry to",Thalia,Pauline,Katherine
Friends Alyssa and Jody found a coconut at the school. Jody gave it to,Alyssa,Friends Kareem and Ruth found a coconut at the school. Alyson gave it to,Maia,Jody,Ruth
Friends Melanie and Marsha found a papaya at the market. Marsha gave it to,Melanie,Friends Natalia and Keanu found a papaya at the market. Nick gave it to,Rachel,Marsha,Keanu
"After the lunch, Anne and Rachel went to the bar. Rachel gave a kiwi to",Anne,"After the lunch, Sarah and Victoria went to the bar. Princess gave a kiwi to",Tre,Rachel,Victoria
"Then, Dianne and Inez were thinking about going to the home. Inez wanted to give a cherry to",Dianne,"Then, Triston and Maurice were thinking about going to the home. Nia wanted to give a cherry to",Mariam,Inez,Maurice
"While Maggie and Angie were working at the library, Maggie gave a coconut to",Angie,"While Shyann and Cody were working at the library, Jaylin gave a coconut to",Felicity,Maggie,Shyann
The gym Robin and Mattie went to had a cherry. Robin gave it to,Mattie,The gym Roy and Arely went to had a cherry. Natalie gave it to,Tony,Robin,Roy
"Then, Faye and Harriet had a lot of fun at the store. Faye gave a plum to",Harriet,"Then, Darby and Mohamed had a lot of fun at the store. Karly gave a plum to",Brennan,Faye,Darby
"Afterwards, Alice and Anne went to the bar. Alice gave a cantaloupe to",Anne,"Afterwards, Michael and Graham went to the bar. Nathaniel gave a cantaloupe to",Holly,Alice,Michael
"Then, Jessie and Agnes were working at the desert. Agnes decided to give a strawberry to",Jessie,"Then, Elmer and Bret were working at the desert. Princess decided to give a strawberry to",Myron,Agnes,Bret
"After Evelyn and Sonia went to the store, Sonia gave a pear to",Evelyn,"After Margarita and Bennett went to the store, Winston gave a pear to",Kellen,Sonia,Bennett
"After the lunch, Alyssa and Geneva went to the desert. Geneva gave a raspberry to",Alyssa,"After the lunch, Giselle and Darby went to the desert. Mireya gave a raspberry to",Brendan,Geneva,Darby
"Then, Kristi and Angie had a lot of fun at the lake. Kristi gave a pear to",Angie,"Then, Myron and Glen had a lot of fun at the lake. Gunner gave a pear to",Eliseo,Kristi,Myron
The desert Jody and Melanie went to had a papaya. Jody gave it to,Melanie,The desert Lucas and Owen went to had a papaya. Kristin gave it to,Dangelo,Jody,Lucas
"After the lunch, Estelle and Jessie went to the shop. Estelle gave a grape to",Jessie,"After the lunch, Duane and Alison went to the shop. Kaden gave a grape to",Antonio,Estelle,Duane
"Afterwards, Marsha and Carmen went to the park. Marsha gave a peach to",Carmen,"Afterwards, Megan and Evelyn went to the park. Jaclyn gave a peach to",Payton,Marsha,Megan
"When Natasha and Heidi got a kiwi at the market, Natasha decided to give it to",Heidi,"When Avery and Tara got a kiwi at the market, Lori decided to give it to",Casey,Natasha,Avery
"While Grace and Amanda were working at the store, Grace gave a blueberry to",Amanda,"While Macy and Megan were working at the store, Kennedy gave a blueberry to",Brook,Grace,Macy
Friends Leigh and Kim found a apple at the gym. Leigh gave it to,Kim,Friends Tanner and Elizabeth found a apple at the gym. Cole gave it to,Avery,Leigh,Tanner
Friends Theresa and Megan found a blueberry at the store. Megan gave it to,Theresa,Friends Derick and Grayson found a blueberry at the store. Joy gave it to,Nancy,Megan,Grayson
"After the lunch, Alicia and Geneva went to the mountain. Geneva gave a mango to",Alicia,"After the lunch, Shaniya and Cassidy went to the mountain. Jordan gave a mango to",Reese,Geneva,Cassidy
"While Rosa and Maggie were commuting to the shop, Maggie gave a strawberry to",Rosa,"While Mohammad and Keegan were commuting to the shop, Alonso gave a strawberry to",Ashton,Maggie,Keegan
"Then, Robin and Rosa went to the theater. Robin gave a peach to",Rosa,"Then, Dallas and Felicia went to the theater. Ariel gave a peach to",Don,Robin,Dallas
"When Evelyn and Bernadette got a coconut at the cafe, Bernadette decided to give the coconut to",Evelyn,"When Giovanna and Alexandrea got a coconut at the cafe, Jasmyn decided to give the coconut to",Ryleigh,Bernadette,Alexandrea
The library Carmen and Grace went to had a raspberry. Grace gave it to,Carmen,The library Cydney and Charity went to had a raspberry. Jorge gave it to,Reilly,Grace,Charity
"Then, Alice and Rosemarie were thinking about going to the market. Alice wanted to give a orange to",Rosemarie,"Then, Ann and Maximilian were thinking about going to the market. Trevion wanted to give a orange to",Dontae,Alice,Ann
"Then, Megan and Kim had a lot of fun at the desert. Megan gave a cantaloupe to",Kim,"Then, Sheila and Tyler had a lot of fun at the desert. Ronaldo gave a cantaloupe to",Stephan,Megan,Sheila
"After Eleanor and Charlene went to the market, Eleanor gave a blueberry to",Charlene,"After Juliet and Damian went to the market, Parker gave a blueberry to",Kaci,Eleanor,Juliet
"When Jacqueline and Kristina got a cherry at the beach, Kristina decided to give the cherry to",Jacqueline,"When Brennen and Nataly got a cherry at the beach, Kian decided to give the cherry to",Jeremy,Kristina,Nataly
"When Natasha and Theresa got a cherry at the cafe, Natasha decided to give the cherry to",Theresa,"When Tess and Jenna got a cherry at the cafe, Cory decided to give the cherry to",Tony,Natasha,Tess
"Then, Jessie and Agnes were thinking about going to the beach. Agnes wanted to give a raspberry to",Jessie,"Then, Kristy and Silas were thinking about going to the beach. Bruce wanted to give a raspberry to",Aron,Agnes,Silas
"Afterwards, Sophia and Evelyn went to the beach. Sophia gave a papaya to",Evelyn,"Afterwards, Bryanna and Osvaldo went to the beach. Ashley gave a papaya to",Lindsey,Sophia,Bryanna
"While Diana and Kelly were working at the river, Kelly gave a coconut to",Diana,"While Jayson and Ruby were working at the river, Olivia gave a coconut to",Teresa,Kelly,Ruby
"Then, Harriet and Rachel were thinking about going to the mountain. Rachel wanted to give a blueberry to",Harriet,"Then, Estrella and Jamie were thinking about going to the mountain. Gary wanted to give a blueberry to",Mary,Rachel,Jamie
"Then, Anne and Irma went to the gym. Irma gave a orange to",Anne,"Then, Ty and Loren went to the gym. Hassan gave a orange to",Benny,Irma,Loren
"While Alice and Anita were commuting to the school, Alice gave a pineapple to",Anita,"While Jacob and Jessie were commuting to the school, Maxwell gave a pineapple to",Finn,Alice,Jacob
"When Ethel and Jerry got a pineapple at the river, Ethel decided to give it to",Jerry,"When Dexter and Chance got a pineapple at the river, Tania decided to give it to",Paxton,Ethel,Dexter
The river Nellie and Inez went to had a raspberry. Inez gave it to,Nellie,The river Jalen and Lillie went to had a raspberry. Carley gave it to,Kourtney,Inez,Lillie
"When Mona and Paula got a blackberry at the mountain, Mona decided to give the blackberry to",Paula,"When Kaleb and Donte got a blackberry at the mountain, Cory decided to give the blackberry to",Nico,Mona,Kaleb
"While Pauline and Charlene were commuting to the river, Pauline gave a grape to",Charlene,"While Luisa and Zaire were commuting to the river, Monique gave a grape to",Presley,Pauline,Luisa
"When Natasha and Brian got a blueberry at the cave, Natasha decided to give it to",Brian,"When Mohammad and Christian got a blueberry at the cave, Janet decided to give it to",Ernest,Natasha,Mohammad
"When Janet and Fannie got a coconut at the river, Fannie decided to give it to",Janet,"When Gideon and Julien got a coconut at the river, Tatiana decided to give it to",Judah,Fannie,Julien
Friends Faye and Dianne found a pear at the store. Faye gave it to,Dianne,Friends Avery and Arielle found a pear at the store. Javon gave it to,Ellie,Faye,Avery
"Then, Irma and Virginia were thinking about going to the school. Irma wanted to give a banana to",Virginia,"Then, Mitchell and Chance were thinking about going to the school. Mike wanted to give a banana to",Bret,Irma,Mitchell
"Then, Leigh and Theresa were thinking about going to the zoo. Leigh wanted to give a grape to",Theresa,"Then, Devin and Cassie were thinking about going to the zoo. Alexis wanted to give a grape to",Caroline,Leigh,Devin
"Then, David and Marilyn had a lot of fun at the store. Marilyn gave a cherry to",David,"Then, Summer and Elisha had a lot of fun at the store. Melissa gave a cherry to",Brooke,Marilyn,Elisha
Friends Estelle and Chelsea found a raspberry at the theater. Estelle gave it to,Chelsea,Friends Hector and John found a raspberry at the theater. Donna gave it to,Kori,Estelle,Hector
The park Sarah and Erika went to had a strawberry. Erika gave it to,Sarah,The park Guy and Irving went to had a strawberry. Evelyn gave it to,Aurora,Erika,Irving
"Then, Kristi and Charlene were thinking about going to the market. Kristi wanted to give a honeydew to",Charlene,"Then, Owen and Helena were thinking about going to the market. Jarrod wanted to give a honeydew to",Angelique,Kristi,Owen
The school David and Estelle went to had a apple. Estelle gave it to,David,The school Adam and Maximus went to had a apple. Deshawn gave it to,Jude,Estelle,Maximus
"After Martha and Rosemarie went to the bar, Martha gave a banana to",Rosemarie,"After Jenna and Brenton went to the bar, Adriana gave a banana to",Madisen,Martha,Jenna
"Then, Mark and Marsha were working at the desert. Marsha decided to give a blackberry to",Mark,"Then, Chance and Dayna were working at the desert. Ivana decided to give a blackberry to",Dawn,Marsha,Dayna
Friends Juana and Velma found a papaya at the lake. Velma gave it to,Juana,Friends Robyn and Marian found a papaya at the lake. Ramon gave it to,Gaven,Velma,Marian
"When Diana and Miriam got a apple at the lake, Miriam decided to give it to",Diana,"When Miles and Salma got a apple at the lake, Uriel decided to give it to",Cristal,Miriam,Salma
"Then, Grace and Melanie were thinking about going to the library. Grace wanted to give a banana to",Melanie,"Then, Kristen and Bennett were thinking about going to the library. Gabriel wanted to give a banana to",Travis,Grace,Kristen
"After Rosemarie and Jackie went to the park, Jackie gave a cantaloupe to",Rosemarie,"After Genevieve and Luz went to the park, Jadon gave a cantaloupe to",Dane,Jackie,Luz
"Afterwards, Kevin and Brandy went to the gym. Kevin gave a cantaloupe to",Brandy,"Afterwards, Justice and Baylee went to the gym. Macey gave a cantaloupe to",Bret,Kevin,Justice
"While David and Estelle were commuting to the park, Estelle gave a cantaloupe to",David,"While Craig and Brent were commuting to the park, Vincent gave a cantaloupe to",Gerardo,Estelle,Brent
"Then, Grace and Rosa went to the theater. Grace gave a banana to",Rosa,"Then, Adan and Diane went to the theater. Sidney gave a banana to",Sophia,Grace,Adan
"Then, Mona and Rosa were thinking about going to the store. Mona wanted to give a banana to",Rosa,"Then, Claire and Jayda were thinking about going to the store. Maverick wanted to give a banana to",Gabriel,Mona,Claire
"After the lunch, Paula and Maggie went to the home. Maggie gave a honeydew to",Paula,"After the lunch, Brock and Destinee went to the home. Kevin gave a honeydew to",Carrie,Maggie,Destinee
"Then, Angie and Martha were thinking about going to the store. Martha wanted to give a coconut to",Angie,"Then, Alexandra and Shania were thinking about going to the store. Maya wanted to give a coconut to",Krista,Martha,Shania
"While Mona and Yolanda were commuting to the mountain, Mona gave a honeydew to",Yolanda,"While Kiera and Alvaro were commuting to the mountain, Jaxson gave a honeydew to",Isabel,Mona,Kiera
"When Kelly and Harriet got a plum at the lake, Kelly decided to give the plum to",Harriet,"When Tyler and Annie got a plum at the lake, Gloria decided to give the plum to",Reagan,Kelly,Tyler
"When Jessie and Alice got a banana at the desert, Alice decided to give the banana to",Jessie,"When Orion and Martin got a banana at the desert, Drew decided to give the banana to",Isaiah,Alice,Martin
"Afterwards, Teresa and Kim went to the river. Teresa gave a banana to",Kim,"Afterwards, Sonia and Max went to the river. Veronica gave a banana to",Conrad,Teresa,Sonia
"While Kari and Stacy were commuting to the school, Kari gave a honeydew to",Stacy,"While Oscar and Erick were commuting to the school, Paulina gave a honeydew to",Mohammed,Kari,Oscar
"When Theresa and Estelle got a papaya at the park, Estelle decided to give the papaya to",Theresa,"When Tevin and Koby got a papaya at the park, Carter decided to give the papaya to",Yasmine,Estelle,Koby
"When Geneva and Doris got a orange at the desert, Geneva decided to give the orange to",Doris,"When Kayley and Catalina got a orange at the desert, Martha decided to give the orange to",Odalys,Geneva,Kayley
"Afterwards, Mildred and Violet went to the home. Violet gave a mango to",Mildred,"Afterwards, Lisette and Kayli went to the home. Vanessa gave a mango to",Kassidy,Violet,Kayli
"Then, Melanie and Estelle had a lot of fun at the shop. Estelle gave a watermelon to",Melanie,"Then, Erika and Amari had a lot of fun at the shop. Douglas gave a watermelon to",Julio,Estelle,Amari
"Then, Teresa and Mildred had a lot of fun at the mountain. Teresa gave a papaya to",Mildred,"Then, Trey and Santiago had a lot of fun at the mountain. Alysha gave a papaya to",Denise,Teresa,Trey
"When Brandy and Rebecca got a blackberry at the market, Rebecca decided to give it to",Brandy,"When Davin and Jaden got a blackberry at the market, Carli decided to give it to",Kristen,Rebecca,Jaden
"Then, Heidi and Teresa had a lot of fun at the museum. Teresa gave a apple to",Heidi,"Then, Juliet and Darby had a lot of fun at the museum. Joshua gave a apple to",Lamar,Teresa,Darby
"Then, Stacy and Fannie were thinking about going to the theater. Fannie wanted to give a peach to",Stacy,"Then, Shaun and Jacklyn were thinking about going to the theater. Jovan wanted to give a peach to",Dakota,Fannie,Jacklyn
"Then, Sheila and Robin were thinking about going to the forest. Robin wanted to give a plum to",Sheila,"Then, Elena and Donald were thinking about going to the forest. Frederick wanted to give a plum to",Hannah,Robin,Donald
"When Dianne and Alice got a apple at the home, Alice decided to give the apple to",Dianne,"When Brayan and Rachel got a apple at the home, Samson decided to give the apple to",Baby,Alice,Rachel
"Then, Alice and Jacqueline were thinking about going to the beach. Alice wanted to give a watermelon to",Jacqueline,"Then, Joshua and Jadon were thinking about going to the beach. Adrianna wanted to give a watermelon to",Kimberly,Alice,Joshua
"Then, Suzanne and Anne had a lot of fun at the theater. Suzanne gave a watermelon to",Anne,"Then, Bella and Jordan had a lot of fun at the theater. Antonio gave a watermelon to",Lewis,Suzanne,Bella
"When Fannie and Mark got a raspberry at the cafe, Fannie decided to give the raspberry to",Mark,"When Jaclyn and Eva got a raspberry at the cafe, Clarence decided to give the raspberry to",Gage,Fannie,Jaclyn
"After the lunch, Stella and Inez went to the gym. Inez gave a plum to",Stella,"After the lunch, Nicole and Dianna went to the gym. Jerry gave a plum to",Francis,Inez,Dianna
The cave Angie and Kristina went to had a orange. Kristina gave it to,Angie,The cave Kylee and Talia went to had a orange. Taylor gave it to,Jameson,Kristina,Talia
"After the lunch, Teresa and Wilma went to the river. Teresa gave a blackberry to",Wilma,"After the lunch, Kinsey and Jaylen went to the river. Leon gave a blackberry to",Susana,Teresa,Kinsey
"Then, Ginger and Faye were working at the shop. Faye decided to give a grape to",Ginger,"Then, Maya and Moises were working at the shop. Gordon decided to give a grape to",Maci,Faye,Moises
"When Natasha and Sheila got a pear at the forest, Natasha decided to give the pear to",Sheila,"When Rosemary and Helen got a pear at the forest, Kali decided to give the pear to",Tucker,Natasha,Rosemary
"While Mark and Shannon were working at the mountain, Shannon gave a strawberry to",Mark,"While Billy and Levi were working at the mountain, Malcolm gave a strawberry to",Roger,Shannon,Levi
"While Fannie and Angie were commuting to the forest, Fannie gave a pineapple to",Angie,"While Leonel and Malachi were commuting to the forest, Celia gave a pineapple to",Natalia,Fannie,Leonel
"After Wilma and Shannon went to the school, Shannon gave a coconut to",Wilma,"After Patricia and Lindsay went to the school, Karissa gave a coconut to",Lamont,Shannon,Lindsay
"While Rebecca and Heidi were commuting to the store, Rebecca gave a strawberry to",Heidi,"While Carlo and Katy were commuting to the store, Spencer gave a strawberry to",Raven,Rebecca,Carlo
Friends Maggie and Rosa found a honeydew at the bar. Maggie gave it to,Rosa,Friends Jamarcus and Heath found a honeydew at the bar. Lane gave it to,Rick,Maggie,Jamarcus
"When William and Rachel got a cherry at the park, Rachel decided to give the cherry to",William,"When Asia and Wilson got a cherry at the park, Raven decided to give the cherry to",Trent,Rachel,Wilson
"Then, Megan and Nellie had a lot of fun at the library. Megan gave a strawberry to",Nellie,"Then, Braxton and Keaton had a lot of fun at the library. Adan gave a strawberry to",Marlen,Megan,Braxton
"While Susan and Megan were working at the river, Megan gave a coconut to",Susan,"While Tre and Hannah were working at the river, Juliet gave a coconut to",Lindsey,Megan,Hannah
"While Brandy and Faye were working at the cafe, Faye gave a raspberry to",Brandy,"While Marley and Ally were working at the cafe, Lee gave a raspberry to",Abigayle,Faye,Ally
"Then, Stacy and Natasha had a lot of fun at the home. Natasha gave a papaya to",Stacy,"Then, Dario and Edgar had a lot of fun at the home. Ian gave a papaya to",Samuel,Natasha,Edgar
"When Juana and Violet got a mango at the forest, Violet decided to give it to",Juana,"When Lauren and Daniela got a mango at the forest, Zane decided to give it to",Judith,Violet,Daniela
"While Melanie and Kristina were working at the zoo, Kristina gave a pear to",Melanie,"While Katelin and Amari were working at the zoo, Adrian gave a pear to",Cassandra,Kristina,Amari
"After Carol and Alicia went to the gym, Carol gave a peach to",Alicia,"After Luis and Adolfo went to the gym, Ibrahim gave a peach to",Bella,Carol,Luis
"Then, Teresa and Heidi went to the home. Teresa gave a orange to",Heidi,"Then, Piper and Nicolas went to the home. Jamal gave a orange to",Baby,Teresa,Piper
"When Teresa and Dianne got a kiwi at the gym, Teresa decided to give the kiwi to",Dianne,"When Titus and Keeley got a kiwi at the gym, Ellis decided to give the kiwi to",Jerry,Teresa,Titus
"Afterwards, Virginia and Leigh went to the mountain. Leigh gave a raspberry to",Virginia,"Afterwards, Marie and Hector went to the mountain. Ann gave a raspberry to",Nathan,Leigh,Hector
"Then, Ella and Pat went to the beach. Pat gave a plum to",Ella,"Then, Tamia and George went to the beach. Joey gave a plum to",Kole,Pat,George
"While Stacy and Miriam were working at the gym, Miriam gave a blueberry to",Stacy,"While Jordon and Gerald were working at the gym, Alison gave a blueberry to",Rudy,Miriam,Gerald
"After the lunch, Kristina and Anne went to the bar. Kristina gave a grape to",Anne,"After the lunch, Franklin and Asia went to the bar. Yasmeen gave a grape to",Liam,Kristina,Franklin
"When Anita and Velma got a papaya at the library, Velma decided to give it to",Anita,"When Terence and Dayana got a papaya at the library, Shannon decided to give it to",Reid,Velma,Dayana
"While Wilma and Violet were commuting to the gym, Violet gave a plum to",Wilma,"While Casey and Ariana were commuting to the gym, Cindy gave a plum to",Cierra,Violet,Ariana
"Then, Velma and Janet had a lot of fun at the market. Velma gave a papaya to",Janet,"Then, Julie and Jamir had a lot of fun at the market. Angelo gave a papaya to",Rowan,Velma,Julie
"Afterwards, Bernadette and Doris went to the zoo. Bernadette gave a peach to",Doris,"Afterwards, Stephany and Lesley went to the zoo. Jaylin gave a peach to",Rebeca,Bernadette,Stephany
"Then, Deanna and Maggie had a lot of fun at the library. Maggie gave a blackberry to",Deanna,"Then, Conor and Bianca had a lot of fun at the library. Sasha gave a blackberry to",Jake,Maggie,Bianca
"Then, Janet and Shannon went to the cave. Shannon gave a pear to",Janet,"Then, Ahmed and Anika went to the cave. Nicole gave a pear to",Ali,Shannon,Anika
"When Marian and Agnes got a pineapple at the gym, Agnes decided to give the pineapple to",Marian,"When Jaden and Tori got a pineapple at the gym, Fidel decided to give the pineapple to",Bryson,Agnes,Tori
Friends William and Kelly found a raspberry at the mountain. Kelly gave it to,William,Friends Harry and Kate found a raspberry at the mountain. Kira gave it to,Cassidy,Kelly,Kate
"Then, Kathryn and Bernadette were working at the school. Bernadette decided to give a raspberry to",Kathryn,"Then, Kieran and Jovani were working at the school. Imani decided to give a raspberry to",Sebastian,Bernadette,Jovani
"Then, Richard and Ella had a lot of fun at the cafe. Richard gave a plum to",Ella,"Then, Jan and Roland had a lot of fun at the cafe. Brennan gave a plum to",Lauryn,Richard,Jan
"While Stella and Miriam were working at the library, Miriam gave a cherry to",Stella,"While Jody and Marvin were working at the library, Brandyn gave a cherry to",Kaylynn,Miriam,Marvin
The market Ethel and Brian went to had a orange. Ethel gave it to,Brian,The market Garrison and Jose went to had a orange. Angelique gave it to,Aidan,Ethel,Garrison
"When Mark and Lula got a plum at the bar, Lula decided to give it to",Mark,"When Sky and Raphael got a plum at the bar, Alessandra decided to give it to",Damaris,Lula,Raphael
"Then, Rebecca and William were thinking about going to the store. Rebecca wanted to give a strawberry to",William,"Then, Cara and Mario were thinking about going to the store. James wanted to give a strawberry to",Brooke,Rebecca,Cara
"When Kathryn and Sophia got a watermelon at the store, Sophia decided to give it to",Kathryn,"When Isabelle and Rodrigo got a watermelon at the store, Chad decided to give it to",Garrett,Sophia,Rodrigo
"Then, Jackie and Marian were working at the market. Jackie decided to give a peach to",Marian,"Then, Abbey and Joyce were working at the market. Weston decided to give a peach to",Sylvia,Jackie,Abbey
"After Megan and Alyssa went to the library, Megan gave a honeydew to",Alyssa,"After Remington and Alfred went to the library, Cayden gave a honeydew to",Quinton,Megan,Remington
"While Mattie and Grace were commuting to the cafe, Grace gave a grape to",Mattie,"While Megan and Alexus were commuting to the cafe, Caden gave a grape to",Sarina,Grace,Alexus
Friends Marsha and Mildred found a watermelon at the store. Marsha gave it to,Mildred,Friends Brandan and Aylin found a watermelon at the store. Christopher gave it to,Justice,Marsha,Brandan
"After the lunch, Stacey and Jerry went to the bar. Stacey gave a grape to",Jerry,"After the lunch, Fredrick and Blake went to the bar. Sean gave a grape to",Dillan,Stacey,Fredrick
"Then, Maggie and Deanna went to the gym. Maggie gave a honeydew to",Deanna,"Then, Marcelo and Gerard went to the gym. Marcos gave a honeydew to",Leanna,Maggie,Marcelo
"While Kristina and Chelsea were commuting to the river, Kristina gave a orange to",Chelsea,"While Ashton and Michael were commuting to the river, Elaine gave a orange to",Ciara,Kristina,Ashton
"While Irma and Anne were working at the cave, Irma gave a grape to",Anne,"While Jonas and Terry were working at the cave, Johnny gave a grape to",Sheldon,Irma,Jonas
"When Violet and Amanda got a plum at the forest, Violet decided to give the plum to",Amanda,"When Zander and Irma got a plum at the forest, Beau decided to give the plum to",Ryder,Violet,Zander
"Then, Jessica and Rosemarie had a lot of fun at the market. Jessica gave a kiwi to",Rosemarie,"Then, Jack and Caitlyn had a lot of fun at the market. Annabel gave a kiwi to",Brenden,Jessica,Jack
"Then, Marilyn and Doris were thinking about going to the bar. Marilyn wanted to give a cherry to",Doris,"Then, Osvaldo and Ahmed were thinking about going to the bar. Karl wanted to give a cherry to",Nancy,Marilyn,Osvaldo
"While Kevin and Heidi were commuting to the park, Kevin gave a cantaloupe to",Heidi,"While Carter and Rocky were commuting to the park, Edward gave a cantaloupe to",David,Kevin,Carter
"After the lunch, Kristi and David went to the library. Kristi gave a kiwi to",David,"After the lunch, Beatrice and Todd went to the library. Carlton gave a kiwi to",Yazmin,Kristi,Beatrice
"Then, Kim and Fannie were thinking about going to the shop. Fannie wanted to give a honeydew to",Kim,"Then, Joy and Garret were thinking about going to the shop. Tori wanted to give a honeydew to",Zaire,Fannie,Garret
"When Rosemarie and Bernadette got a blackberry at the gym, Bernadette decided to give it to",Rosemarie,"When Sophia and Antoinette got a blackberry at the gym, Gisselle decided to give it to",Jasmyn,Bernadette,Antoinette
"Then, Maggie and Stella went to the lake. Maggie gave a blackberry to",Stella,"Then, Tristen and Ivan went to the lake. Geoffrey gave a blackberry to",Ashton,Maggie,Tristen
"Then, Lee and Alyssa were thinking about going to the mountain. Lee wanted to give a pear to",Alyssa,"Then, Richard and Kaitlin were thinking about going to the mountain. Mohamed wanted to give a pear to",Guadalupe,Lee,Richard
"Then, Mattie and Teresa were working at the theater. Teresa decided to give a banana to",Mattie,"Then, Dane and Nicholas were working at the theater. Margarita decided to give a banana to",Jerry,Teresa,Nicholas
"While William and Kevin were working at the shop, Kevin gave a peach to",William,"While Russell and Georgia were working at the shop, Markus gave a peach to",Kathy,Kevin,Georgia
"While Kevin and Ginger were working at the gym, Kevin gave a peach to",Ginger,"While Max and Alma were working at the gym, Sebastian gave a peach to",Alison,Kevin,Max
"When Brian and Melissa got a watermelon at the lake, Melissa decided to give the watermelon to",Brian,"When Hunter and Rickey got a watermelon at the lake, Trinity decided to give the watermelon to",Emily,Melissa,Rickey
The shop Wilma and Velma went to had a pineapple. Velma gave it to,Wilma,The shop Luca and Eliza went to had a pineapple. Zoey gave it to,Hailee,Velma,Eliza
"Then, Jessica and Carmen went to the shop. Jessica gave a raspberry to",Carmen,"Then, Dallas and Kourtney went to the shop. Roger gave a raspberry to",Christopher,Jessica,Dallas
"While Violet and Evelyn were commuting to the forest, Violet gave a raspberry to",Evelyn,"While Darian and Cayden were commuting to the forest, Braxton gave a raspberry to",Deja,Violet,Darian
Friends Marian and Erika found a coconut at the river. Erika gave it to,Marian,Friends Julian and Nyah found a coconut at the river. Bryson gave it to,Orlando,Erika,Nyah
"Then, Ethel and Sheila went to the school. Ethel gave a cherry to",Sheila,"Then, Turner and Leo went to the school. Avery gave a cherry to",Devyn,Ethel,Turner
"Afterwards, Jackie and Ella went to the lake. Jackie gave a pineapple to",Ella,"Afterwards, Dayne and Stanley went to the lake. Caden gave a pineapple to",Philip,Jackie,Dayne
Friends Anne and Kristina found a cherry at the forest. Kristina gave it to,Anne,Friends Billy and Monique found a cherry at the forest. Alexus gave it to,Jace,Kristina,Monique
"Then, Yolanda and Kristina were working at the store. Kristina decided to give a raspberry to",Yolanda,"Then, Jaelyn and Jesse were working at the store. Abigayle decided to give a raspberry to",Neil,Kristina,Jesse
"After the lunch, Teresa and Susan went to the forest. Teresa gave a watermelon to",Susan,"After the lunch, Ryley and Harry went to the forest. Blake gave a watermelon to",Frances,Teresa,Ryley
"Then, Bernadette and Juana went to the bar. Bernadette gave a blackberry to",Juana,"Then, Demetrius and Samuel went to the bar. Isaias gave a blackberry to",Mckenna,Bernadette,Demetrius
"Then, Paula and Shannon had a lot of fun at the store. Shannon gave a orange to",Paula,"Then, Augustus and Shea had a lot of fun at the store. Chloe gave a orange to",Luis,Shannon,Shea
"Then, Rosemarie and Megan were working at the desert. Megan decided to give a peach to",Rosemarie,"Then, Mckenna and Branden were working at the desert. Ruby decided to give a peach to",Tyreek,Megan,Branden
