ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Nellie and Rachel were thinking about going to the home. Rachel wanted to give a plum to",Nellie,"Then, Lourdes and London were thinking about going to the home. Isiah wanted to give a plum to",Breonna,Rachel,London
"Then, Jerry and Gwen were working at the market. Gwen decided to give a plum to",Jerry,"Then, Brook and Charlotte were working at the market. Tyrique decided to give a plum to",Kareem,Gwen,Charlotte
"After Eleanor and Kathryn went to the zoo, Eleanor gave a banana to",Kathryn,"After Francis and Darrion went to the zoo, Cullen gave a banana to",Ari,Eleanor,Francis
"Afterwards, Leona and Inez went to the cave. Inez gave a grape to",Leona,"Afterwards, Misael and Kirstin went to the cave. Hallie gave a grape to",Toni,Inez,Kirstin
"Then, Yvette and Sheila had a lot of fun at the library. Yvette gave a pear to",Sheila,"Then, Zion and Ariana had a lot of fun at the library. Madalyn gave a pear to",Bryant,Yvette,Zion
"Then, Jody and Nellie went to the store. Jody gave a banana to",Nellie,"Then, Alanna and Janae went to the store. Gwendolyn gave a banana to",Tevin,Jody,Alanna
"After the lunch, Angie and Rachel went to the museum. Rachel gave a papaya to",Angie,"After the lunch, Elisa and Ty went to the museum. Devin gave a papaya to",Jamel,Rachel,Ty
"After the lunch, Inez and Kim went to the market. Inez gave a banana to",Kim,"After the lunch, Ericka and Walker went to the market. David gave a banana to",Nora,Inez,Ericka
"While Juana and Miriam were commuting to the forest, Miriam gave a apple to",Juana,"While Bailey and Selena were commuting to the forest, Tabitha gave a apple to",Kylee,Miriam,Selena
"Afterwards, Rachel and Amanda went to the river. Rachel gave a apple to",Amanda,"Afterwards, Clark and Kenzie went to the river. Gavin gave a apple to",Troy,Rachel,Clark
"When Yvette and Janet got a blueberry at the beach, Yvette decided to give it to",Janet,"When Zaire and Frances got a blueberry at the beach, Mercedes decided to give it to",Giovanni,Yvette,Zaire
"Then, Rosemarie and Jody were thinking about going to the desert. Jody wanted to give a papaya to",Rosemarie,"Then, Aryanna and Brock were thinking about going to the desert. Ulysses wanted to give a papaya to",Celina,Jody,Brock
"Then, Eleanor and Diana were working at the cafe. Eleanor decided to give a apple to",Diana,"Then, Marlee and Roland were working at the cafe. Kenny decided to give a apple to",Michael,Eleanor,Marlee
"Then, Leigh and Evelyn were thinking about going to the gym. Leigh wanted to give a banana to",Evelyn,"Then, Martina and Abigail were thinking about going to the gym. Angelo wanted to give a banana to",Chloe,Leigh,Martina
"While Robin and Janet were working at the school, Robin gave a cantaloupe to",Janet,"While Roger and Uriel were working at the school, Mario gave a cantaloupe to",Shannon,Robin,Roger
"While Ginger and Grace were commuting to the museum, Grace gave a kiwi to",Ginger,"While Ariel and Irving were commuting to the museum, Frances gave a kiwi to",Bradley,Grace,Irving
Friends Mona and Leona found a watermelon at the lake. Mona gave it to,Leona,Friends Ariel and Delaney found a watermelon at the lake. Gage gave it to,Alena,Mona,Ariel
"Then, Carol and Wilma went to the beach. Carol gave a strawberry to",Wilma,"Then, Diane and Derrick went to the beach. Anton gave a strawberry to",Estefania,Carol,Diane
"Then, Marsha and Alyssa were working at the theater. Marsha decided to give a cherry to",Alyssa,"Then, Cassie and Eliseo were working at the theater. Allyssa decided to give a cherry to",Zechariah,Marsha,Cassie
"While Grace and Kim were working at the river, Grace gave a strawberry to",Kim,"While Payton and Joy were working at the river, Reese gave a strawberry to",Max,Grace,Payton
"Then, Marsha and Mattie went to the beach. Marsha gave a cherry to",Mattie,"Then, Patience and Nathen went to the beach. Jacklyn gave a cherry to",Theresa,Marsha,Patience
Friends Rosa and Jackie found a raspberry at the theater. Jackie gave it to,Rosa,Friends Molly and Nathan found a raspberry at the theater. Melanie gave it to,Amber,Jackie,Nathan
"Then, Theresa and Kelly had a lot of fun at the bar. Kelly gave a pineapple to",Theresa,"Then, Forrest and Jan had a lot of fun at the bar. Harley gave a pineapple to",Jesse,Kelly,Jan
"Afterwards, Marsha and Sheila went to the gym. Marsha gave a blackberry to",Sheila,"Afterwards, Dustin and Genesis went to the gym. Laisha gave a blackberry to",Alena,Marsha,Dustin
"Then, Grace and Carmen had a lot of fun at the cafe. Grace gave a blackberry to",Carmen,"Then, Presley and Lilliana had a lot of fun at the cafe. Denver gave a blackberry to",Alfred,Grace,Presley
"Then, Lorraine and Kelly were thinking about going to the desert. Kelly wanted to give a grape to",Lorraine,"Then, Gloria and Ryan were thinking about going to the desert. Brynn wanted to give a grape to",Daniela,Kelly,Ryan
"After Martha and Deanna went to the museum, Martha gave a apple to",Deanna,"After Braeden and Landen went to the museum, Angel gave a apple to",Ramon,Martha,Braeden
Friends Melanie and Stacey found a raspberry at the zoo. Stacey gave it to,Melanie,Friends Stella and Molly found a raspberry at the zoo. Baby gave it to,Aniyah,Stacey,Molly
"Then, Kari and Janet had a lot of fun at the school. Kari gave a strawberry to",Janet,"Then, Kayla and Elena had a lot of fun at the school. Guadalupe gave a strawberry to",Brendan,Kari,Kayla
"While Mark and Inez were working at the store, Inez gave a watermelon to",Mark,"While Larry and Trenton were working at the store, Dean gave a watermelon to",Johnnie,Inez,Trenton
"Then, Theresa and Yvette were working at the river. Yvette decided to give a cherry to",Theresa,"Then, Linda and Valerie were working at the river. Davis decided to give a cherry to",Trevion,Yvette,Valerie
"While Mona and Evelyn were working at the gym, Mona gave a cantaloupe to",Evelyn,"While Junior and Micheal were working at the gym, Karla gave a cantaloupe to",Marlene,Mona,Junior
"Then, Theresa and Erika had a lot of fun at the market. Erika gave a banana to",Theresa,"Then, Raina and Lacey had a lot of fun at the market. Trystan gave a banana to",Elise,Erika,Lacey
"Then, Shannon and Ella were working at the library. Shannon decided to give a plum to",Ella,"Then, Benito and Sara were working at the library. Nathaniel decided to give a plum to",Bailee,Shannon,Benito
"Afterwards, Mattie and Sonia went to the market. Sonia gave a banana to",Mattie,"Afterwards, Dominick and Kori went to the market. Harrison gave a banana to",Patrick,Sonia,Kori
"Then, Sophia and Diana were working at the forest. Sophia decided to give a peach to",Diana,"Then, Aryanna and Amanda were working at the forest. Brock decided to give a peach to",Lincoln,Sophia,Aryanna
"Then, Gwen and Susan were thinking about going to the cafe. Gwen wanted to give a blackberry to",Susan,"Then, Felix and Scott were thinking about going to the cafe. Alisha wanted to give a blackberry to",Crystal,Gwen,Felix
"Afterwards, Ginger and Sonia went to the bar. Sonia gave a papaya to",Ginger,"Afterwards, Quinn and Diego went to the bar. Shaun gave a papaya to",Derrick,Sonia,Diego
"When Carol and Rosemarie got a peach at the market, Carol decided to give the peach to",Rosemarie,"When Garrett and Cheyenne got a peach at the market, Skylar decided to give the peach to",Krystal,Carol,Garrett
"Then, Rebecca and Juana were thinking about going to the mountain. Rebecca wanted to give a pear to",Juana,"Then, Raul and Sammy were thinking about going to the mountain. Arianna wanted to give a pear to",Marshall,Rebecca,Raul
"Afterwards, Miriam and Wilma went to the river. Miriam gave a peach to",Wilma,"Afterwards, Orlando and Katia went to the river. Precious gave a peach to",Dayne,Miriam,Orlando
Friends Velma and Rosemarie found a honeydew at the forest. Velma gave it to,Rosemarie,Friends Tevin and Kassidy found a honeydew at the forest. Derick gave it to,Landen,Velma,Tevin
"When Kim and Teresa got a plum at the park, Teresa decided to give the plum to",Kim,"When Frank and Autumn got a plum at the park, Sharon decided to give the plum to",Sheldon,Teresa,Autumn
"While Estelle and Anne were commuting to the bar, Estelle gave a orange to",Anne,"While Callie and Michelle were commuting to the bar, Bailey gave a orange to",Ty,Estelle,Callie
"When David and Eleanor got a banana at the school, Eleanor decided to give the banana to",David,"When Jake and Teresa got a banana at the school, Xavier decided to give the banana to",Carlton,Eleanor,Teresa
"Then, Wilma and Jessica were working at the zoo. Jessica decided to give a banana to",Wilma,"Then, Dennis and Alex were working at the zoo. Maranda decided to give a banana to",Raven,Jessica,Alex
Friends Alice and Angie found a pear at the zoo. Alice gave it to,Angie,Friends Jose and Kenna found a pear at the zoo. Ray gave it to,Caitlin,Alice,Jose
"While Teresa and Alicia were commuting to the market, Teresa gave a plum to",Alicia,"While Kyler and Bethany were commuting to the market, Amy gave a plum to",Paige,Teresa,Kyler
"Then, Pat and Wilma were working at the library. Pat decided to give a banana to",Wilma,"Then, Albert and Alisa were working at the library. Rocky decided to give a banana to",Jovan,Pat,Albert
Friends Loretta and Maggie found a orange at the store. Maggie gave it to,Loretta,Friends Moriah and Ebony found a orange at the store. Keenan gave it to,Geoffrey,Maggie,Ebony
"After Jackie and Yolanda went to the desert, Jackie gave a grape to",Yolanda,"After Zoe and Viviana went to the desert, Jakayla gave a grape to",Matthew,Jackie,Zoe
"Then, Nellie and Martha went to the lake. Martha gave a grape to",Nellie,"Then, Kaelyn and Duane went to the lake. Alessandro gave a grape to",Brendan,Martha,Duane
"While Teresa and Ginger were commuting to the desert, Teresa gave a pear to",Ginger,"While Annie and Nina were commuting to the desert, Lane gave a pear to",Lincoln,Teresa,Annie
"After Maggie and David went to the school, Maggie gave a strawberry to",David,"After Bridget and Andy went to the school, Caleb gave a strawberry to",Haven,Maggie,Bridget
"Then, Irma and Sheila were thinking about going to the cafe. Irma wanted to give a blackberry to",Sheila,"Then, Deborah and Cassidy were thinking about going to the cafe. Shawn wanted to give a blackberry to",Regina,Irma,Deborah
"While Marian and Agnes were commuting to the cafe, Agnes gave a plum to",Marian,"While Janessa and Maximus were commuting to the cafe, Jerry gave a plum to",Zoe,Agnes,Maximus
"When Leona and Kari got a strawberry at the store, Kari decided to give the strawberry to",Leona,"When Frances and Axel got a strawberry at the store, Malia decided to give the strawberry to",Alan,Kari,Axel
"Afterwards, Suzanne and Susan went to the mountain. Suzanne gave a raspberry to",Susan,"Afterwards, Marisol and Ari went to the mountain. Andre gave a raspberry to",Sophie,Suzanne,Marisol
"Then, Sarah and Geneva had a lot of fun at the library. Geneva gave a peach to",Sarah,"Then, Alex and Autumn had a lot of fun at the library. Sammy gave a peach to",Kurt,Geneva,Autumn
"After Eleanor and Anne went to the theater, Eleanor gave a peach to",Anne,"After Anaya and Charlie went to the theater, Shea gave a peach to",Cory,Eleanor,Anaya
"After the lunch, Shannon and Heidi went to the mountain. Shannon gave a papaya to",Heidi,"After the lunch, Noemi and Carrie went to the mountain. Ari gave a papaya to",Carolyn,Shannon,Noemi
"Then, Anne and Lee were thinking about going to the lake. Lee wanted to give a papaya to",Anne,"Then, Jonathan and Mary were thinking about going to the lake. Clay wanted to give a papaya to",Brennan,Lee,Mary
"Then, Dianne and Irma were thinking about going to the library. Irma wanted to give a papaya to",Dianne,"Then, Kolby and Brock were thinking about going to the library. Alfred wanted to give a papaya to",Brian,Irma,Brock
"Afterwards, Mark and Yvette went to the forest. Yvette gave a plum to",Mark,"Afterwards, Ryan and Kadin went to the forest. Cyrus gave a plum to",Nathanial,Yvette,Kadin
"When Susan and Mona got a coconut at the forest, Mona decided to give it to",Susan,"When Steven and Camren got a coconut at the forest, Chaim decided to give it to",Earl,Mona,Camren
"Then, Maggie and Rosa were working at the cave. Maggie decided to give a watermelon to",Rosa,"Then, Draven and Samuel were working at the cave. Summer decided to give a watermelon to",Katy,Maggie,Draven
"Then, Gwen and David went to the library. Gwen gave a apple to",David,"Then, Amelia and Johnny went to the library. Freddy gave a apple to",Ahmad,Gwen,Amelia
"Then, William and Lee had a lot of fun at the forest. Lee gave a raspberry to",William,"Then, Ari and Johnny had a lot of fun at the forest. Jonathan gave a raspberry to",Diane,Lee,Johnny
"Then, Richard and Ella were thinking about going to the shop. Richard wanted to give a raspberry to",Ella,"Then, Marcus and Brandy were thinking about going to the shop. Marie wanted to give a raspberry to",Precious,Richard,Marcus
"When Heidi and Teresa got a blackberry at the bar, Teresa decided to give the blackberry to",Heidi,"When Levi and Hugo got a blackberry at the bar, Duncan decided to give the blackberry to",Caleb,Teresa,Hugo
"Then, Kelly and Alicia went to the river. Kelly gave a peach to",Alicia,"Then, Gary and Annamarie went to the river. Tobias gave a peach to",Charles,Kelly,Gary
"While Deanna and Megan were commuting to the home, Megan gave a strawberry to",Deanna,"While Ally and Ariana were commuting to the home, Hailee gave a strawberry to",Kamron,Megan,Ariana
"Then, Kathryn and Kelly went to the market. Kelly gave a kiwi to",Kathryn,"Then, Heriberto and Chris went to the market. Paris gave a kiwi to",Jasper,Kelly,Chris
"Then, Sophia and Alyssa went to the theater. Sophia gave a pear to",Alyssa,"Then, Annabelle and Ryleigh went to the theater. Brenden gave a pear to",Jonathon,Sophia,Annabelle
The lake Jessie and Fannie went to had a cherry. Fannie gave it to,Jessie,The lake Agnes and Noemi went to had a cherry. Guy gave it to,Mohamed,Fannie,Noemi
Friends Anita and Kelly found a pear at the river. Kelly gave it to,Anita,Friends Bailee and Chris found a pear at the river. Rocky gave it to,Clara,Kelly,Chris
"Then, Gwen and Lorraine were thinking about going to the bar. Gwen wanted to give a honeydew to",Lorraine,"Then, Daisha and Rosemarie were thinking about going to the bar. Devan wanted to give a honeydew to",Carissa,Gwen,Daisha
"Then, Mark and Maggie had a lot of fun at the lake. Maggie gave a cantaloupe to",Mark,"Then, Sean and Triston had a lot of fun at the lake. Carly gave a cantaloupe to",Shea,Maggie,Triston
"While Richard and Kathryn were commuting to the forest, Richard gave a honeydew to",Kathryn,"While Will and Jacqueline were commuting to the forest, Sophia gave a honeydew to",Muhammad,Richard,Will
"When Fannie and Kathryn got a plum at the bar, Fannie decided to give it to",Kathryn,"When Timothy and Ladarius got a plum at the bar, Shane decided to give it to",Presley,Fannie,Timothy
The park William and Leigh went to had a apple. Leigh gave it to,William,The park Leon and Katie went to had a apple. Edwin gave it to,Damon,Leigh,Katie
"While Amanda and Pat were commuting to the bar, Pat gave a pear to",Amanda,"While Keon and Stephen were commuting to the bar, Barbara gave a pear to",Catherine,Pat,Stephen
Friends Stacy and Kristina found a papaya at the theater. Kristina gave it to,Stacy,Friends Macy and Chloe found a papaya at the theater. Zackery gave it to,Gabrielle,Kristina,Chloe
The market Miriam and Doris went to had a blueberry. Miriam gave it to,Doris,The market Valeria and Sheldon went to had a blueberry. Lea gave it to,Joana,Miriam,Valeria
Friends Rosemarie and Inez found a banana at the beach. Inez gave it to,Rosemarie,Friends Abigale and Ryleigh found a banana at the beach. Donavan gave it to,Makenna,Inez,Ryleigh
"After Jerry and Faye went to the forest, Faye gave a blueberry to",Jerry,"After Marco and Jessie went to the forest, Kamron gave a blueberry to",Hunter,Faye,Jessie
The zoo Stacey and Mildred went to had a cherry. Stacey gave it to,Mildred,The zoo Reanna and Tristen went to had a cherry. Shayla gave it to,Jessica,Stacey,Reanna
Friends Susan and Richard found a raspberry at the school. Richard gave it to,Susan,Friends Jon and Aaron found a raspberry at the school. Devin gave it to,Shelby,Richard,Aaron
"Afterwards, Leona and Inez went to the home. Inez gave a blackberry to",Leona,"Afterwards, Nelson and Davion went to the home. Valerie gave a blackberry to",Cristal,Inez,Davion
"Then, Teresa and Brian had a lot of fun at the zoo. Teresa gave a grape to",Brian,"Then, Drake and Josh had a lot of fun at the zoo. Clint gave a grape to",Brenda,Teresa,Drake
"While Jessica and Chelsea were commuting to the cave, Jessica gave a orange to",Chelsea,"While Karl and Harry were commuting to the cave, Danielle gave a orange to",Hugo,Jessica,Karl
"Afterwards, Wilma and Richard went to the library. Richard gave a kiwi to",Wilma,"Afterwards, Allyson and Daniel went to the library. Lamont gave a kiwi to",Miranda,Richard,Daniel
"Then, Alyssa and Erika were thinking about going to the market. Erika wanted to give a watermelon to",Alyssa,"Then, Xzavier and Janet were thinking about going to the market. Reginald wanted to give a watermelon to",Patrick,Erika,Janet
"After the lunch, Rachel and Alyssa went to the zoo. Rachel gave a blueberry to",Alyssa,"After the lunch, Russell and Jordyn went to the zoo. Dulce gave a blueberry to",Lizbeth,Rachel,Russell
"When Kevin and Rosa got a strawberry at the forest, Kevin decided to give the strawberry to",Rosa,"When Johnny and Maya got a strawberry at the forest, Anton decided to give the strawberry to",Colin,Kevin,Johnny
Friends Pauline and Charlene found a pear at the cave. Pauline gave it to,Charlene,Friends Malik and Brice found a pear at the cave. Derrick gave it to,Brionna,Pauline,Malik
Friends Lula and Charlene found a blackberry at the library. Lula gave it to,Charlene,Friends Jackie and Barry found a blackberry at the library. Erika gave it to,Anissa,Lula,Jackie
"Then, Diana and Pat were working at the lake. Pat decided to give a banana to",Diana,"Then, Courtney and Grant were working at the lake. Angelo decided to give a banana to",Jimmy,Pat,Grant
"Then, Deanna and Eleanor were working at the store. Eleanor decided to give a apple to",Deanna,"Then, Duncan and Marina were working at the store. Javon decided to give a apple to",Dashawn,Eleanor,Marina
"When Gwen and Heidi got a pear at the cave, Gwen decided to give it to",Heidi,"When Cooper and Joey got a pear at the cave, Kirsten decided to give it to",Bryana,Gwen,Cooper
"Then, Mark and Richard went to the park. Richard gave a apple to",Mark,"Then, Jackson and Jeff went to the park. Rodrigo gave a apple to",Ellie,Richard,Jeff
"Then, Charlene and Yvette were thinking about going to the zoo. Yvette wanted to give a coconut to",Charlene,"Then, Beau and Leonardo were thinking about going to the zoo. Odalys wanted to give a coconut to",Mckenzie,Yvette,Leonardo
"Then, Suzanne and Lorraine were working at the cafe. Suzanne decided to give a kiwi to",Lorraine,"Then, Gerardo and Kasey were working at the cafe. Marcus decided to give a kiwi to",Harley,Suzanne,Gerardo
"Then, David and Velma were working at the river. Velma decided to give a apple to",David,"Then, Laura and Violet were working at the river. Gabriella decided to give a apple to",Jamal,Velma,Violet
"When Irma and Charlene got a mango at the cafe, Irma decided to give it to",Charlene,"When Mitchel and Helen got a mango at the cafe, Lorena decided to give it to",Vaughn,Irma,Mitchel
"Afterwards, Mark and Erika went to the zoo. Erika gave a cantaloupe to",Mark,"Afterwards, Justin and Alanna went to the zoo. Anna gave a cantaloupe to",Ruben,Erika,Alanna
"Then, Agnes and Mildred had a lot of fun at the home. Agnes gave a banana to",Mildred,"Then, Glenn and Beatriz had a lot of fun at the home. Efren gave a banana to",Adrien,Agnes,Glenn
Friends Paula and Stacey found a peach at the park. Stacey gave it to,Paula,Friends Erik and Annie found a peach at the park. Carlton gave it to,Emely,Stacey,Annie
"When Jerry and Irma got a blueberry at the gym, Irma decided to give it to",Jerry,"When Donnell and Devin got a blueberry at the gym, Bryant decided to give it to",Chase,Irma,Devin
"While William and Rachel were working at the market, Rachel gave a cantaloupe to",William,"While Stone and Alexander were working at the market, Eddie gave a cantaloupe to",Anderson,Rachel,Alexander
"Then, Natasha and Amanda went to the market. Natasha gave a honeydew to",Amanda,"Then, Donna and Sonny went to the market. Brooks gave a honeydew to",Caroline,Natasha,Donna
"Then, Nellie and Grace went to the zoo. Grace gave a raspberry to",Nellie,"Then, Johanna and Infant went to the zoo. Terry gave a raspberry to",Tabitha,Grace,Infant
"Afterwards, Teresa and Paula went to the gym. Teresa gave a cherry to",Paula,"Afterwards, Callie and Shaun went to the gym. Markus gave a cherry to",Avery,Teresa,Callie
"When Heidi and Robin got a orange at the shop, Robin decided to give it to",Heidi,"When Jett and Jimmy got a orange at the shop, Sheila decided to give it to",Judith,Robin,Jimmy
"When Janet and Grace got a banana at the lake, Grace decided to give it to",Janet,"When Pablo and Ellen got a banana at the lake, Kirk decided to give it to",Tomas,Grace,Ellen
"When Alicia and Mona got a honeydew at the lake, Mona decided to give it to",Alicia,"When Nicolette and Anton got a honeydew at the lake, Dexter decided to give it to",Zoe,Mona,Anton
"Then, Natasha and Janet had a lot of fun at the bar. Natasha gave a blueberry to",Janet,"Then, Macy and Bobby had a lot of fun at the bar. Quentin gave a blueberry to",Kenya,Natasha,Macy
"Then, Carol and Anne were thinking about going to the school. Carol wanted to give a papaya to",Anne,"Then, Phillip and Jon were thinking about going to the school. Brandon wanted to give a papaya to",Bailey,Carol,Phillip
The bar Sophia and Jessie went to had a cantaloupe. Sophia gave it to,Jessie,The bar Giovanni and Jayce went to had a cantaloupe. Melvin gave it to,Maria,Sophia,Giovanni
"While Pat and Heidi were commuting to the theater, Pat gave a apple to",Heidi,"While Houston and Jeremiah were commuting to the theater, Phillip gave a apple to",Salvador,Pat,Houston
The shop Rosa and Leigh went to had a peach. Leigh gave it to,Rosa,The shop Ashley and Christina went to had a peach. Cody gave it to,Paris,Leigh,Christina
"Then, Rosemarie and Kristina were thinking about going to the zoo. Kristina wanted to give a strawberry to",Rosemarie,"Then, Dalton and Alissa were thinking about going to the zoo. Rebeca wanted to give a strawberry to",Gabriela,Kristina,Alissa
"While Martha and Nellie were commuting to the cafe, Martha gave a peach to",Nellie,"While Alexia and Trevion were commuting to the cafe, Clarence gave a peach to",Ryleigh,Martha,Alexia
"Then, Kelly and Leona were working at the beach. Kelly decided to give a pineapple to",Leona,"Then, James and Skye were working at the beach. Katia decided to give a pineapple to",Leo,Kelly,James
"While Marian and Megan were commuting to the mountain, Megan gave a raspberry to",Marian,"While Jude and Shane were commuting to the mountain, Alonso gave a raspberry to",Evan,Megan,Shane
"Then, Rebecca and Rosa were working at the market. Rebecca decided to give a pear to",Rosa,"Then, Patricia and Madelynn were working at the market. Valerie decided to give a pear to",Gloria,Rebecca,Patricia
"Then, Estelle and Stacy were working at the river. Estelle decided to give a watermelon to",Stacy,"Then, Holly and Kristofer were working at the river. Kira decided to give a watermelon to",Julianne,Estelle,Holly
"While Marian and Megan were commuting to the market, Megan gave a watermelon to",Marian,"While Lincoln and Noelia were commuting to the market, Ronaldo gave a watermelon to",Guy,Megan,Noelia
"After Sophia and Brandy went to the gym, Sophia gave a plum to",Brandy,"After Cheyenne and Jayden went to the gym, Rocky gave a plum to",Loren,Sophia,Cheyenne
"While Mark and Jody were working at the gym, Jody gave a grape to",Mark,"While India and Joel were working at the gym, Angel gave a grape to",Janae,Jody,Joel
"While Jackie and Ginger were working at the bar, Jackie gave a banana to",Ginger,"While Pierce and Kara were working at the bar, Casey gave a banana to",Hector,Jackie,Pierce
"Afterwards, Kristi and Deanna went to the market. Kristi gave a grape to",Deanna,"Afterwards, Lincoln and Christy went to the market. Shayla gave a grape to",Dimitri,Kristi,Lincoln
"When Agnes and Kathryn got a blueberry at the theater, Agnes decided to give it to",Kathryn,"When Valerie and Nathanial got a blueberry at the theater, Asa decided to give it to",Mateo,Agnes,Valerie
"After the lunch, Harriet and Erika went to the mountain. Erika gave a banana to",Harriet,"After the lunch, Iris and Mercedes went to the mountain. Francesco gave a banana to",Koby,Erika,Mercedes
The cafe Melanie and Kevin went to had a pear. Kevin gave it to,Melanie,The cafe Evan and John went to had a pear. Ali gave it to,Isaac,Kevin,John
"While Stacey and Melanie were commuting to the school, Stacey gave a strawberry to",Melanie,"While Raina and Silvia were commuting to the school, Hunter gave a strawberry to",Kevon,Stacey,Raina
"When Jackie and Rosemarie got a plum at the forest, Jackie decided to give it to",Rosemarie,"When Elisa and Stephany got a plum at the forest, Jonathon decided to give it to",Meghan,Jackie,Elisa
"Then, Melanie and Kevin were working at the market. Kevin decided to give a plum to",Melanie,"Then, Carol and Carter were working at the market. Justice decided to give a plum to",Luke,Kevin,Carter
"When Sonia and Rosemarie got a blueberry at the cave, Sonia decided to give the blueberry to",Rosemarie,"When Miracle and Reginald got a blueberry at the cave, Colleen decided to give the blueberry to",Devante,Sonia,Miracle
"While Jody and David were working at the home, Jody gave a plum to",David,"While Joaquin and Justin were working at the home, Martin gave a plum to",Samson,Jody,Joaquin
"Then, Paula and Rachel were working at the shop. Rachel decided to give a cherry to",Paula,"Then, Glen and Ty were working at the shop. Gerard decided to give a cherry to",Trey,Rachel,Ty
"Afterwards, Sonia and Lorraine went to the shop. Sonia gave a cantaloupe to",Lorraine,"Afterwards, Vincent and Dewayne went to the shop. Kayli gave a cantaloupe to",Derrick,Sonia,Vincent
"Then, Kim and Grace had a lot of fun at the zoo. Grace gave a peach to",Kim,"Then, Angel and Catherine had a lot of fun at the zoo. Raven gave a peach to",Alexis,Grace,Catherine
"While Gwen and Kim were commuting to the cafe, Gwen gave a strawberry to",Kim,"While Dion and Eva were commuting to the cafe, Luciano gave a strawberry to",Javonte,Gwen,Dion
"When Yolanda and Jessica got a raspberry at the beach, Jessica decided to give it to",Yolanda,"When Isabelle and James got a raspberry at the beach, Mireya decided to give it to",Lily,Jessica,James
"While Miriam and Juana were commuting to the shop, Miriam gave a cherry to",Juana,"While Donna and Felicia were commuting to the shop, Rosemary gave a cherry to",Christine,Miriam,Donna
"When Juana and Erika got a watermelon at the desert, Erika decided to give it to",Juana,"When Celia and Dayana got a watermelon at the desert, Lawrence decided to give it to",Cora,Erika,Dayana
"When Jackie and Wilma got a watermelon at the school, Jackie decided to give the watermelon to",Wilma,"When Maribel and Sandra got a watermelon at the school, Avery decided to give the watermelon to",Reina,Jackie,Maribel
"When Heidi and Rachel got a banana at the bar, Rachel decided to give the banana to",Heidi,"When Jeremiah and Sean got a banana at the bar, Craig decided to give the banana to",Naomi,Rachel,Sean
"Afterwards, Marsha and Harriet went to the library. Marsha gave a strawberry to",Harriet,"Afterwards, Nikki and Caroline went to the library. Cindy gave a strawberry to",Elsa,Marsha,Nikki
Friends Sheila and Carol found a mango at the desert. Carol gave it to,Sheila,Friends Gilbert and Payton found a mango at the desert. Walker gave it to,Israel,Carol,Payton
"Afterwards, Evelyn and Rebecca went to the park. Rebecca gave a coconut to",Evelyn,"Afterwards, Shyanne and Hana went to the park. Geoffrey gave a coconut to",Christopher,Rebecca,Hana
"When Diana and Jackie got a coconut at the beach, Jackie decided to give it to",Diana,"When Alena and Tucker got a coconut at the beach, Ralph decided to give it to",Samantha,Jackie,Tucker
"When Dianne and Lula got a plum at the theater, Lula decided to give the plum to",Dianne,"When Corinne and Sheila got a plum at the theater, Jean decided to give the plum to",Kiera,Lula,Sheila
"After the lunch, Nellie and Teresa went to the shop. Teresa gave a kiwi to",Nellie,"After the lunch, Destinee and Grady went to the shop. Brittney gave a kiwi to",Abdullah,Teresa,Grady
"Afterwards, Pat and Jacqueline went to the cave. Pat gave a blackberry to",Jacqueline,"Afterwards, Diamond and Nehemiah went to the cave. Reilly gave a blackberry to",Juan,Pat,Diamond
"Then, Jackie and Leona had a lot of fun at the cave. Jackie gave a coconut to",Leona,"Then, Levi and Fidel had a lot of fun at the cave. Alfredo gave a coconut to",Piper,Jackie,Levi
"When Mildred and Ethel got a pineapple at the theater, Ethel decided to give it to",Mildred,"When Alicia and Brooke got a pineapple at the theater, Cristal decided to give it to",Deandre,Ethel,Brooke
"While Jessica and Mattie were working at the library, Jessica gave a strawberry to",Mattie,"While Taylor and Michaela were working at the library, Johnny gave a strawberry to",Mary,Jessica,Taylor
"While Wilma and Robin were commuting to the forest, Robin gave a plum to",Wilma,"While Ellen and Gary were commuting to the forest, Deon gave a plum to",Joanne,Robin,Gary
The shop Marian and Suzanne went to had a peach. Suzanne gave it to,Marian,The shop Annie and Daryl went to had a peach. Charles gave it to,Haley,Suzanne,Daryl
"Then, Mona and Yolanda were working at the forest. Mona decided to give a strawberry to",Yolanda,"Then, Jenna and Isaias were working at the forest. Brycen decided to give a strawberry to",Vincenzo,Mona,Jenna
"Then, Kim and Sonia were working at the market. Sonia decided to give a coconut to",Kim,"Then, Laura and Christina were working at the market. Sarah decided to give a coconut to",Donald,Sonia,Christina
"While Jerry and Sophia were commuting to the home, Sophia gave a cantaloupe to",Jerry,"While Phoenix and Maddison were commuting to the home, Heather gave a cantaloupe to",Omar,Sophia,Maddison
"While Suzanne and Paula were working at the store, Suzanne gave a watermelon to",Paula,"While Toby and Karissa were working at the store, Carlos gave a watermelon to",Moses,Suzanne,Toby
"While Kristina and Janet were working at the home, Kristina gave a watermelon to",Janet,"While Wesley and Ashly were working at the home, Skyler gave a watermelon to",Lucas,Kristina,Wesley
